parent_article,cycle_archetype,line_no,component,item_type,sfg_code,bom_qty,fg_qty,godown,consumed_at_stage
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),3,Cashew Tukda,rm,,0.001,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),4,Pumpkin Seed 12%,rm,,0.0008,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),5,Dehydrated Strawberry fruit,rm,,0.0008,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),6,Compound [Strawberry Flvours],rm,,0.0001,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),7,OATS,rm,,0.0009,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),8,Rice Crispy - 18%,rm,,0.0005,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),9,NASURE 19,rm,,0.0001,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),10,Black Chia Seeds,rm,,0.0004,1,Factory,Create WIP
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),11,PM24-Moonfreeze-Strawberry,pm,,0.001,1,PM Store,Final FG (packing)
NATAPURE Almond 200g,D: Pack-only,1,American Almonds (23-25 Count),rm,,0.201,1,Factory,Final FG (Sorting+Packing)
NATAPURE Almond 200g,D: Pack-only,2,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
NATAPURE Almond 200g,D: Pack-only,3,PM24-Natapure Almond Pouch 200gm,pm,,1,1,Factory,Final FG (packing)
NATAPURE Roasted Almonds 175gms,D: Pack-only,1,Almond Roasted,fg,,0.175,1,Factory,Final FG (Sorting+Packing)
NATAPURE Roasted Almonds 175gms,D: Pack-only,2,PM24-Natapure Almond Pouch 200gm,pm,,1,1,PM Store,Final FG (packing)
NATAPURE Roasted Almonds 175gms,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.022,1,PM Store,Final FG (packing)
Natch Glazed Nut Mix Chilli 120gm,,1,Mild Chilly Glazed Cashew,fg,,0.0234,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Chilli 120gm,,2,Mild Chilly Glazed Almonds,fg,,0.03,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Chilli 120gm,,3,Dried Mango,rm,,0.024,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Chilli 120gm,,4,Dried Pineapple,rm,,0.018,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Chilli 120gm,,5,Pumpkin Seed ( 5% ),rm,,0.012,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Chilli 120gm,,6,Sunflower Seeds,rm,,0.012,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Chilli 120gm,,7,Pink Salt.,rm,,0.0006,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cinnamon 120gm,,1,Cinnamon Glazed Pecan,fg,,0.0234,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cinnamon 120gm,,2,Cinnamon Glazed Almond,fg,,0.024,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cinnamon 120gm,,3,Pumpkin Seed ( 5% ),rm,,0.012,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cinnamon 120gm,,4,Dried Apple,rm,,0.048,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cinnamon 120gm,,5,Sunflower Seeds,rm,,0.012,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cinnamon 120gm,,6,Pink Salt.,rm,,0.0006,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cocoa 120gm,,1,Cocoa Glazed Hazelnuts,fg,,0.0234,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cocoa 120gm,,2,Cocoa Glazed Almonds,fg,,0.03,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cocoa 120gm,,3,Dried Strawberry,rm,,0.024,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cocoa 120gm,,4,Dried Blueberry,rm,,0.018,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cocoa 120gm,,5,Pumpkin Seed ( 5% ),rm,,0.012,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cocoa 120gm,,6,Sunflower Seeds,rm,,0.012,1,Factory,Final FG (Sorting+Packing)
Natch Glazed Nut Mix Cocoa 120gm,,7,Pink Salt.,rm,,0.0006,1,Factory,Final FG (Sorting+Packing)
Nature Dried Kiwi 200 Gm ( 1411658 ),D: Pack-only,1,Dried Kiwi,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Nature Dried Kiwi 200 Gm ( 1411658 ),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Nature Dried Kiwi 200 Gm ( 1411658 ),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Almond Reg 500 Gm ( 1411652 ),,1,American Almonds Kernel 32-34 count,rm,,0.51,1,Factory,Final FG (Sorting+Packing)
Natures Almond Reg 500 Gm ( 1411652 ),,2,PM24-Natures Dryfruit 500G Pouch 500 gm,pm,,1,1,Factory,Final FG (packing)
Natures Almond Reg 500 Gm ( 1411652 ),,3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.05,1,Factory,Final FG (packing)
Natures Almonds Reg 200 Gm (1411651),D: Pack-only,1,American Almonds Kernel 32-34 count,rm,,0.202,1,Factory,Final FG (Sorting+Packing)
Natures Almonds Reg 200 Gm (1411651),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Almonds Reg 200 Gm (1411651),D: Pack-only,3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures American Almond 100g (1340528),D: Pack-only,1,American Almonds Running [28-30 Count],rm,,0.1,1,Factory,Final FG (Sorting+Packing)
Natures American Almond 100g (1340528),D: Pack-only,2,PM24-Natures Dryfruit 100G Pouch[110mm x 170mm] 100 gm,pm,,1,1,Factory,Final FG (packing)
Natures American Almond 100g (1340528),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.01,1,Factory,Final FG (packing)
Natures American Almond 250g (1340524),D: Pack-only,1,American Almonds Running [28-30 Count],rm,,0.2525,1,Factory,Final FG (Sorting+Packing)
Natures American Almond 250g (1340524),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures American Almond 250g (1340524),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.025,1,Factory,Final FG (packing)
Natures American Almond 500g (1350926),,1,American Almonds Running [28-30 Count],rm,,0.51,1,Factory,Final FG (Sorting+Packing)
Natures American Almond 500g (1350926),,2,PM24-Natures Dryfruit 500G Pouch 500 gm,pm,,1,1,Factory,Final FG (packing)
Natures American Almond 500g (1350926),,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.05,1,Factory,Final FG (packing)
Natures American Almonds 1 KG (1416275),D: Pack-only,1,American Almonds (23-25 Count),rm,,1.01,1,Factory,Final FG (Sorting+Packing)
Natures American Almonds 1 KG (1416275),D: Pack-only,2,PM24-Nature Dryfruit Almond 1 Kg Pouch 1000 gm,pm,,1,1,PM Store,Final FG (packing)
Natures American Almonds 1 KG (1416275),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
Natures Black Raisin 200g (1340522),,1,Afghan Black Raisins Seedless 1*1,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Natures Black Raisin 200g (1340522),,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Black Raisin 200g (1340522),,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures California Pista Reg 200 Gm (1411656),D: Pack-only,1,California Pista Inshell,rm,,0.21,1,Factory,Final FG (Sorting+Packing)
Natures California Pista Reg 200 Gm (1411656),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures California Pista Reg 200 Gm (1411656),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Cashew Reg 200 Gm ( 1411653 ),D: Pack-only,1,Cashew 320,rm,,0.21,1,Factory,Final FG (Sorting+Packing)
Natures Cashew Reg 200 Gm ( 1411653 ),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Cashew Reg 200 Gm ( 1411653 ),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Cashew Split 200g (1356008),B: Transform->Pack (in-line),1,Cashew Split,rm,,0.21,1,Factory,Create WIP
Natures Cashew Split 200g (1356008),B: Transform->Pack (in-line),2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Cashew Split 200g (1356008),B: Transform->Pack (in-line),3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Cashew W 210 500g (1356007),D: Pack-only,1,Cashew 240,rm,,0.51,1,Factory,Final FG (Sorting+Packing)
Natures Cashew W 210 500g (1356007),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Cashew W 210 500g (1356007),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.05,1,Factory,Final FG (packing)
Natures Cashew W210 100g (1340520),D: Pack-only,1,Cashew 210,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
Natures Cashew W210 100g (1340520),D: Pack-only,2,PM24-Natures Dryfruit 100G Pouch[110mm x 170mm] 100 gm,pm,,1,1,Factory,Final FG (packing)
Natures Cashew W210 100g (1340520),D: Pack-only,3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.01,1,Factory,Final FG (packing)
Natures Cashew W210 250g (1340525),D: Pack-only,1,Cashew 240,rm,,0.26,1,Factory,Final FG (Sorting+Packing)
Natures Cashew W210 250g (1340525),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Cashew W210 250g (1340525),D: Pack-only,3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.025,1,Factory,Final FG (packing)
Natures Dried Amla 200 Gm ( 1411660 ),D: Pack-only,1,Sweet Amala Candy 5%,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Natures Dried Amla 200 Gm ( 1411660 ),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Dried Amla 200 Gm ( 1411660 ),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Dried Cherry 200 Gm ( 1411661 ),D: Pack-only,1,Dried Cherry (Red),rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Natures Dried Cherry 200 Gm ( 1411661 ),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Dried Cherry 200 Gm ( 1411661 ),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Dried Pineapple 200 Gm ( 1411659 ),D: Pack-only,1,Dried Pineapple,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Natures Dried Pineapple 200 Gm ( 1411659 ),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Dried Pineapple 200 Gm ( 1411659 ),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Dried Strawberry 200 Gm (1411657),D: Pack-only,1,Dried Strawberry,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Natures Dried Strawberry 200 Gm (1411657),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
NATURES FIGS 250GM (1357008),D: Pack-only,1,Anjeer Selected,rm,,0.26,1,Factory,Final FG (Sorting+Packing)
NATURES FIGS 250GM (1357008),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
NATURES FIGS 250GM (1357008),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.025,1,Factory,Final FG (packing)
NATURES FIGS 500G (1357009),D: Pack-only,1,Anjeer (Figs),rm,,0.52,1,Factory,Final FG (Sorting+Packing)
NATURES FIGS 500G (1357009),D: Pack-only,2,PM24-Natures Dryfruit 500G Pouch 500 gm,pm,,1,1,Factory,Final FG (packing)
NATURES FIGS 500G (1357009),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
Natures Indian Raisin Reg 200 Gm (1411654),D: Pack-only,1,Indian Green Raisins,rm,,0.2,1,Factory,Final FG (Sorting+Packing)
Natures Indian Raisin Reg 200 Gm (1411654),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Indian Raisin Reg 200 Gm (1411654),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Indian Raisin Reg 500 Gm (1411655),D: Pack-only,1,Indian Green Raisins,rm,,0.51,1,Factory,Final FG (Sorting+Packing)
Natures Indian Raisin Reg 500 Gm (1411655),D: Pack-only,2,PM24-Natures Dryfruit 500G Pouch 500 gm,pm,,1,1,Factory,Final FG (packing)
Natures Indian Raisin Reg 500 Gm (1411655),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.05,1,Factory,Final FG (packing)
NATURES MACADAMIA ROASTED&SALTED 100g (1443558),B: Transform->Pack (in-line),1,Macadamia Roasted - Size 0,rm,,0.098,1,Factory,Create WIP
NATURES MACADAMIA ROASTED&SALTED 100g (1443558),B: Transform->Pack (in-line),2,Refined Fine Powder Iodized Salt Prime,rm,,0.002,1,Factory,Create WIP
NATURES MACADAMIA ROASTED&SALTED 100g (1443558),B: Transform->Pack (in-line),3,PM24-Natures Dryfruit 100G Pouch[110mm x 170mm] 100 gm,pm,,1,1,Factory,Final FG (packing)
Natures Pista Iranian 100g (1340521),D: Pack-only,1,Pista Irani 101 Inshell,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
Natures Pista Iranian 100g (1340521),D: Pack-only,2,PM24-Natures Dryfruit 100G Pouch[110mm x 170mm] 100 gm,pm,,1,1,Factory,Final FG (packing)
Natures Pista Iranian 100g (1340521),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.01,1,Factory,Final FG (packing)
Natures Pista Iranian 250g (1340529),D: Pack-only,1,Pista Irani Inshell,rm,,0.26,1,Factory,Final FG (Sorting+Packing)
Natures Pista Iranian 250g (1340529),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Pista Iranian 250g (1340529),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.025,1,Factory,Final FG (packing)
Natures Pistachia Iranian 500g (1340527),D: Pack-only,1,Pista Irani Inshell,rm,,0.52,1,Factory,Final FG (Sorting+Packing)
Natures Pistachia Iranian 500g (1340527),D: Pack-only,2,PM24-Natures Dryfruit 500G Pouch 500 gm,pm,,1,1,Factory,Final FG (packing)
Natures Pistachia Iranian 500g (1340527),D: Pack-only,3,PM24-5 Ply Carton CF24 10kg (390X290X220) (D Mart)-Unprinted,pm,,0.05,1,Factory,Final FG (packing)
Natures Pisto Unshelled 200g (1340526),D: Pack-only,1,Pista Kernel,rm,,0.21,1,Factory,Final FG (Sorting+Packing)
Natures Pisto Unshelled 200g (1340526),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Pisto Unshelled 200g (1340526),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.02,1,Factory,Final FG (packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,1,American Almonds Running 25-27 count,rm,,0.06,1,Factory,Final FG (Sorting+Packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,2,Cashew 320,rm,,0.05,1,Factory,Final FG (Sorting+Packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,3,Afghan Raisins 1*2 Green round,rm,,0.05,1,Factory,Final FG (Sorting+Packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,4,Anjeer 1*2,rm,,0.04,1,Factory,Final FG (Sorting+Packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,5,Afghan Apricot 1*2,rm,,0.025,1,Factory,Final FG (Sorting+Packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,6,Pista Magaz,rm,,0.025,1,Factory,Final FG (Sorting+Packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,7,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,8,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.025,1,Factory,Final FG (packing)
Natures Raisin 100g (1340523),D: Pack-only,1,Afghan Raisins 1*2 Green round,rm,,0.1,1,Factory,Final FG (Sorting+Packing)
Natures Raisin 100g (1340523),D: Pack-only,2,PM24-Natures Dryfruit 100G Pouch[110mm x 170mm] 100 gm,pm,,1,1,Factory,Final FG (packing)
Natures Raisin 100g (1340523),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.01,1,Factory,Final FG (packing)
Natures Raisin 250g (1340519),D: Pack-only,1,Afghan Raisins 1*2 Green round,rm,,0.25,1,Factory,Final FG (Sorting+Packing)
Natures Raisin 250g (1340519),D: Pack-only,2,PM24-Natures Dryfruit 200G Pouch[130mm x 210mm] 200 gm,pm,,1,1,Factory,Final FG (packing)
Natures Raisin 250g (1340519),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.025,1,Factory,Final FG (packing)
Natures Raisin 500g (1356006),D: Pack-only,1,Afghan Raisins 1*2 Green round,rm,,0.51,1,Factory,Final FG (Sorting+Packing)
Natures Raisin 500g (1356006),D: Pack-only,2,PM24-Natures Dryfruit 500G Pouch 500 gm,pm,,1,1,Factory,Final FG (packing)
Natures Raisin 500g (1356006),D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.05,1,Factory,Final FG (packing)
NB AMERICAN ALMOND LOOSE,D: Pack-only,1,American Almonds (23-25 Count),rm,,1.0175,1,Factory,Final FG (Sorting+Packing)
NB AMERICAN ALMOND LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB AMERICAN ALMOND LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB AMERICAN ALMOND SELECTED LOOSE,D: Pack-only,1,American Almonds Running 25-27 count,rm,,1.0175,1,Factory,Final FG (Sorting+Packing)
NB AMERICAN ALMOND SELECTED LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB AMERICAN ALMOND SELECTED LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB ANJEER LARGE (SLW) LOOSE,D: Pack-only,1,Anjeer 1*1,rm,,1,1,Factory,Final FG (Sorting+Packing)
NB ANJEER LARGE (SLW) LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB ANJEER LARGE (SLW) LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB ANJEER SELECT (WHITE) LOOSE,D: Pack-only,1,Anjeer Selected,rm,,1,1,Factory,Final FG (Sorting+Packing)
NB ANJEER SELECT (WHITE) LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB ANJEER SELECT (WHITE) LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB ANJEER SMALL (1X1W) LOOSE,D: Pack-only,1,Anjeer 1*2,rm,,1,1,Factory,Final FG (Sorting+Packing)
NB ANJEER SMALL (1X1W) LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB ANJEER SMALL (1X1W) LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB APRICOT SEEDLESS (TURKEY) DRIED LOOSE,D: Pack-only,1,Turkey Apricot No 3,rm,,1.0175,1,Factory,Final FG (Sorting+Packing)
NB APRICOT SEEDLESS (TURKEY) DRIED LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,PM Store,Final FG (packing)
NB APRICOT SEEDLESS (TURKEY) DRIED LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,PM Store,Final FG (packing)
NB APRICOT WHOLE DRIED LOOSE,D: Pack-only,1,Afghan Apricot 1*2,rm,,1.035,1,Factory,Final FG (Sorting+Packing)
NB APRICOT WHOLE DRIED LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB APRICOT WHOLE DRIED LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB BARBEQUE ALMOND LOOSE,B: Transform->Pack (in-line),1,American Almonds Running 25-27 count,rm,,0.9363,1,Factory,Create WIP
NB BARBEQUE ALMOND LOOSE,B: Transform->Pack (in-line),2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB BARBEQUE ALMOND LOOSE,B: Transform->Pack (in-line),3,Barbeque seasoning,rm,,0.0636,1,Factory,Create WIP
NB BARBEQUE ALMOND LOOSE,B: Transform->Pack (in-line),4,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB BARBEQUE CASHEW LOOSE,B: Transform->Pack (in-line),1,Cashew 320,rm,,0.9363,1,Factory,Create WIP
NB BARBEQUE CASHEW LOOSE,B: Transform->Pack (in-line),2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB BARBEQUE CASHEW LOOSE,B: Transform->Pack (in-line),3,Barbeque seasoning,rm,,0.0636,1,Factory,Create WIP
NB BARBEQUE CASHEW LOOSE,B: Transform->Pack (in-line),4,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB BLACK PEPPER CASHEW LOOSE,B: Transform->Pack (in-line),1,Cashew 320,rm,,0.9363,1,Factory,Create WIP
NB BLACK PEPPER CASHEW LOOSE,B: Transform->Pack (in-line),2,Black Pepper Seasoning,rm,,0.0636,1,Factory,Create WIP
NB BLACK PEPPER CASHEW LOOSE,B: Transform->Pack (in-line),3,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB BLACK PEPPER CASHEW LOOSE,B: Transform->Pack (in-line),4,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
NB BLACK RAISIN SEEDLESS LOOSE,D: Pack-only,1,Afghan Black Raisins Seedless 1*1,rm,,1,1,Factory,Final FG (Sorting+Packing)
NB BLACK RAISIN SEEDLESS LOOSE,D: Pack-only,2,"PM24-Vacuum Pouch For 1 Kg-210 x 305mm, 16G-110 Micron (Solimo) 1000 gm",pm,,1,1,Factory,Final FG (packing)
NB BLACK RAISIN SEEDLESS LOOSE,D: Pack-only,3,PM24-3 Ply Carton CF24 10 Kg (390x290x220mm) 10000 gm -Unprinted,pm,,0.1,1,Factory,Final FG (packing)
